rank,gene,UniProtID,pDesc,t12,mneuron,cneuron,subLoc
2083,SYAP1,Q96A49,Synapse-associated protein 1,1.882122514474465,1.758940833,2.00530419594893,"Cytoplasm, perinuclear region; Golgi apparatus; Perikaryon; Cell projection, axon; Cell projection, dendrite; Cell projection, growth cone; Presynaptic cell membrane; Postsynaptic cell membrane; Membrane"
2084,MPHOSPH10,O00566,U3 small nucleolar ribonucleoprotein protein MPP10,1.8822638074696298,2.044145859,1.72038175593926,"Nucleus, nucleolus; Chromosome"
2085,DST,Q03001,Dystonin,1.8822871836784099,1.022562088,2.74201227935682,"Cytoplasm, cytoskeleton; Cytoplasm, cytoskeleton, stress fiber; Cell projection, axon.;[Isoform 1]: Cytoplasm, cytoskeleton; Cytoplasm, myofibril, sarcomere, Z line; Cytoplasm, myofibril, sarcomere, H zone.;[Isoform 2]: Cytoplasm, cytoskeleton.;[Isoform 6]: Nucleus; Nucleus envelope; Membrane; Endoplasmic reticulum membrane; Cytoplasm, cytoskeleton; Cytoplasm, cytoskeleton, stress fiber.;[Isoform 7]: Cytoplasm, cytoskeleton; Cell projection, axon; Membrane; Cytoplasm, cell cortex; Cell membrane"
2086,CNN1,P51911,Calponin-1,1.882467628,1.882467628,,
2087,PPP2R3A,Q06190,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha,1.88278525931536,1.256054071,2.50951644763072,
2088,DTX4,Q9Y2E6,E3 ubiquitin-protein ligase DTX4,1.882832144,1.882832144,,Cytoplasm
2089,BCL2L1,Q07817,Bcl-2-like protein 1,1.883268652,1.883268652,,"[Isoform Bcl-X(L)]: Mitochondrion inner membrane; Mitochondrion outer membrane; Mitochondrion matrix; Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane; Cytoplasm, cytosol; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Nucleus membrane"
2090,GJA1,P17302,Gap junction alpha-1 protein,1.883936927,1.883936927,,"Cell membrane; Cell junction, gap junction; Endoplasmic reticulum"
2091,ENSA,O43768,Alpha-endosulfine,1.884908209301025,1.782668169,1.98714824960205,Cytoplasm
2092,ARFGEF3,Q5TH69,Brefeldin A-inhibited guanine nucleotide-exchange protein 3,1.885051753482665,1.521902832,2.24820067496533,"Cytoplasm; Cytoplasmic vesicle, secretory vesicle; Cytoplasmic vesicle, secretory vesicle membrane"
2093,EPN2,O95208,Epsin-2,1.88597132320519,2.039383569,1.73255907741038,"Cytoplasm; Cytoplasmic vesicle, clathrin-coated vesicle"
2094,PKP1,Q13835,Plakophilin-1,1.886887275,1.886887275,,"[Isoform 1]: Cell junction, desmosome.;[Isoform 2]: Nucleus.;Nucleus"
2095,CDC34,P49427,Ubiquitin-conjugating enzyme E2 R1,1.8869817602692152,1.98515069,1.78881283053843,Cytoplasm; Nucleus
2096,GAS2,O43903,Growth arrest-specific protein 2,1.8872509917083549,1.8872509917083549,,"Cytoplasm, cytoskeleton, stress fiber; Membrane"
2097,FAM177A1,Q8N128,Protein FAM177A1,1.887650174844475,1.975056566,1.80024378368895,
2098,HCN4,Q9Y3Q4,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,1.888744187,1.888744187,,Cell membrane
2099,MFAP3L,O75121,Microfibrillar-associated protein 3-like,1.889855573054365,0.551137307,3.22857383910873,Cell membrane; Nucleus; Cytoplasm
2100,PIAS4,Q8N2W9,E3 SUMO-protein ligase PIAS4,1.89033132430104,2.607769762,1.17289288660208,"Nucleus, PML body"
2101,FGD6,Q6ZV73,"FYVE, RhoGEF and PH domain-containing protein 6",1.89066227,1.89066227,,"Cytoplasm; Cytoplasm, cytoskeleton"
2102,PRCC,Q92733,Proline-rich protein PRCC,1.89091109993667,2.168308844,1.61351335587334,Nucleus
2103,PDCL3,Q9H2J4,Phosducin-like protein 3,1.8914115989926952,1.738598163,2.04422503498539,"Cytoplasm; Cytoplasm, perinuclear region; Endoplasmic reticulum"
2104,HELQ,Q8TDG4,Helicase POLQ-like,1.892525527,1.892525527,,Nucleus; Chromosome
2105,TBCC,Q15814,Tubulin-specific chaperone C,1.89268655975554,1.722533043,2.06284007651108,Cytoplasm
2106,CHD6,Q8TD26,Chromodomain-helicase-DNA-binding protein 6,1.892692341618715,1.285670081,2.49971460223743,"Nucleus, nucleoplasm"
2107,ANKMY2,Q8IV38,Ankyrin repeat and MYND domain-containing protein 2,1.89290653141529,1.76387069,2.02194237283058,"Cell projection, cilium"
2108,SHISA7,A6NL88,Protein shisa-7,1.892927116,1.892927116,,Postsynaptic density membrane
2109,SEC24D,O94855,Protein transport protein Sec24D,1.893189365,1.893189365,,"Cytoplasmic vesicle, COPII-coated vesicle membrane; Endoplasmic reticulum membrane; Cytoplasm, cytosol"
2110,PKD1,P98161,Polycystin-1,1.89359562,1.89359562,,"Cell membrane; Cell projection, cilium; Endoplasmic reticulum; Golgi apparatus"
2111,JUP,P14923,Junction plakoglobin,1.8942293518490652,2.136526609,1.65193209469813,"Cell junction, adherens junction; Cell junction, desmosome; Cytoplasm, cytoskeleton; Membrane"
2112,MVP,Q14764,Major vault protein,1.894564163587855,2.178477402,1.61065092517571,"Cytoplasm; Nucleus, nuclear pore complex; Cytoplasm, perinuclear region"
2113,THOC3,Q96J01,THO complex subunit 3,1.895512858696145,1.821404378,1.96962133939229,Nucleus; Nucleus speckle
2114,ZNF773,Q6PK81,Zinc finger protein 773,1.895615925,1.895615925,,Nucleus
2115,POM121,Q96HA1,Nuclear envelope pore membrane protein POM 121,1.895734225,1.895734225,,"Nucleus, nuclear pore complex; Nucleus membrane; Endoplasmic reticulum membrane"
2116,UBE2G1,P62253,Ubiquitin-conjugating enzyme E2 G1,1.8961213463363848,1.807969832,1.98427286067277,
2117,PAQR3,Q6TCH7,Progestin and adipoQ receptor family member 3,1.897973611,1.897973611,,Golgi apparatus membrane
2118,CCDC3,Q9BQI4,Coiled-coil domain-containing protein 3,1.89819109,1.89819109,,Secreted
2119,SELENON,Q9NZV5,Selenoprotein N,1.89837937103418,2.479860187,1.31689855506836,[Isoform 2]: Endoplasmic reticulum membrane
2120,ZC3H6,P61129,Zinc finger CCCH domain-containing protein 6,1.898537910560505,2.07432414,1.72275168112101,
2121,LATS1,O95835,Serine/threonine-protein kinase LATS1,1.899062955887745,1.642605332,2.15552057977549,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Cytoplasm, cytoskeleton, spindle; Midbody; Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body"
2122,ETNK2,Q9NVF9,Ethanolamine kinase 2,1.89937627,1.89937627,,
2123,KCTD5,Q9NXV2,BTB/POZ domain-containing protein KCTD5,1.899997344909885,1.68235737,2.11763731981977,"Cytoplasm, cytosol; Cytoplasm"
2124,C2orf49,Q9BVC5,Ashwin,1.900548295978625,1.894525814,1.90657077795725,Nucleus
2125,KANSL2,Q9H9L4,KAT8 regulatory NSL complex subunit 2,1.901290454,1.901290454,,Nucleus
2126,SLC1A3,P43003,Excitatory amino acid transporter 1,1.902087765,1.902087765,,Cell membrane
2127,GPR19,Q15760,Probable G-protein coupled receptor 19,1.902269882,1.902269882,,Cell membrane; Multi-pass membrane protein
2128,GBF1,Q92538,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1,1.90306950738065,2.09202154,1.7141174747613,"Golgi apparatus, cis-Golgi network; Endoplasmic reticulum-Golgi intermediate compartment; Golgi apparatus, trans-Golgi network; Golgi apparatus; Cytoplasm; Lipid droplet; Membrane; Peripheral membrane protein"
2129,ESF1,Q9H501,ESF1 homolog,1.9035045283670151,2.747542419,1.05946663773403,"Nucleus, nucleolus; Nucleus, nucleoplasm"
2130,RBBP8,Q99708,DNA endonuclease RBBP8,1.90494960812821,,1.90494960812821,Nucleus; Chromosome
2131,GAL,P22466,Galanin peptides,1.905188283,1.905188283,,Secreted
2132,TMEM131,Q92545,Transmembrane protein 131,1.905389125,1.905389125,,Membrane
2133,PHC3,Q8NDX5,Polyhomeotic-like protein 3,1.9054925595457255,3.238545775,0.572439344091451,Nucleus
2134,N4BP2,Q86UW6,NEDD4-binding protein 2,1.905514887201095,2.148605994,1.66242378040219,Cytoplasm
2135,TSEN34,Q9BSV6,tRNA-splicing endonuclease subunit Sen34,1.90583818640641,1.633781924,2.17789444881282,"Nucleus; Nucleus, nucleolus"
2136,PTPRK,Q15262,Receptor-type tyrosine-protein phosphatase kappa,1.906591672,1.906591672,,"Cell junction, adherens junction; Cell membrane; Single-pass type I membrane protein"
2137,CLUAP1,Q96AJ1,Clusterin-associated protein 1,1.907016498898132,3.235141573,0.578891424796264,"Cell projection, cilium; Nucleus"
2138,AKAP2,Q9Y2D5,A-kinase anchor protein 2,1.90726472757787,1.778632156,2.03589729915574,
2139,C11orf68,Q9H3H3,UPF0696 protein C11orf68,1.907511208,1.907511208,,
2140,RNF41,Q9H4P4,E3 ubiquitin-protein ligase NRDP1,1.908785755,1.908785755,,
2141,MTF2,Q9Y483,Metal-response element-binding transcription factor 2,1.909980398236385,1.700061641,2.11989915547277,Nucleus
2142,EPHA7,Q15375,Ephrin type-A receptor 7,1.910324548012155,2.243510247,1.57713884902431,Cell membrane
2143,PHF21A,Q96BD5,PHD finger protein 21A,1.910417529450805,1.685203366,2.13563169290161,Nucleus
2144,GARNL3,Q5VVW2,GTPase-activating Rap/Ran-GAP domain-like protein 3,1.91043923327268,1.865278508,1.95559995854536,
2145,DHRS13,Q6UX07,Dehydrogenase/reductase SDR family member 13,1.910510766,1.910510766,,Secreted
2146,MTMR7,Q9Y216,Myotubularin-related protein 7,1.9105376379291201,2.019923062,1.80115221385824,Cytoplasm; Endomembrane system
2147,UBR7,Q8N806,Putative E3 ubiquitin-protein ligase UBR7,1.912071513994955,1.618769924,2.20537310398991,
2148,FRMD3,A2A2Y4,FERM domain-containing protein 3,1.9137095835057,,1.9137095835057,Membrane
2149,JRKL,Q9Y4A0,Jerky protein homolog-like,1.914279476,1.914279476,,Nucleus
2150,ARHGAP12,Q8IWW6,Rho GTPase-activating protein 12,1.9144781103757,1.851295826,1.9776603947514,
2151,TANC2,Q9HCD6,Protein TANC2,1.9151621589215448,1.934841936,1.89548238184309,"Cell projection, dendritic spine"
2152,CAPRIN1,Q14444,Caprin-1,1.915521140270085,1.844194536,1.98684774454017,"Cytoplasm, Cytoplasmic ribonucleoprotein granule; Cytoplasm, cytosol; Cell projection, dendrite; Cell projection, lamellipodium"
2153,OGFOD1,Q8N543,Prolyl 3-hydroxylase OGFOD1,1.915992862,1.915992862,,[Isoform 1]: Cytoplasm; Nucleus
2154,WDTC1,Q8N5D0,WD and tetratricopeptide repeats protein 1,1.91608091342405,2.162897083,1.6692647438481,
2155,AMZ2,Q86W34,Archaemetzincin-2,1.91614313309343,2.094670458,1.73761580818686,
2156,ZNF512B,Q96KM6,Zinc finger protein 512B,1.916754908,1.916754908,,Nucleus
2157,COX19,Q49B96,Cytochrome c oxidase assembly protein COX19,1.916935293405885,2.036410972,1.79745961481177,"Cytoplasm, cytosol; Mitochondrion intermembrane space; Mitochondrion"
2158,RECK,O95980,Reversion-inducing cysteine-rich protein with Kazal motifs,1.917074086,1.917074086,,Cell membrane
2159,ZNF358,Q9NW07,Zinc finger protein 358,1.91726205270485,1.800852022,2.0336720834097,Nucleus
2160,PPP2R2C,Q9Y2T4,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B gamma isoform,1.91727422,1.91727422,,
2161,PCDH7,O60245,Protocadherin-7,1.917775821799785,1.912296328,1.92325531559957,Cell membrane; Single-pass type I membrane protein
2162,ZFR,Q96KR1,Zinc finger RNA-binding protein,1.9180097725018725,1.839998064,1.996021481003745,Nucleus; Cytoplasm; Cytoplasmic granule; Chromosome
2163,CAMK4,Q16566,Calcium/calmodulin-dependent protein kinase type IV,1.918323989009905,1.673888883,2.16275909501981,Cytoplasm; Nucleus
2164,ARHGAP28,Q9P2N2,Rho GTPase-activating protein 28,1.9190897029854401,2.386553416,1.45162598997088,
2165,ITGA6,P23229,Integrin alpha-6,1.919118063771795,1.526187911,2.31204821654359,Cell membrane; Cell membrane
2166,PNO1,Q9NRX1,RNA-binding protein PNO1,1.9191329349520299,2.024067268,1.81419860190406,"Nucleus, nucleolus"
2167,BAIAP2,Q9UQB8,Brain-specific angiogenesis inhibitor 1-associated protein 2,1.9192350329515802,1.511517739,2.32695232690316,"Cytoplasm; Membrane; Peripheral membrane protein; Cell projection, filopodium; Cell projection, ruffle; Cytoplasm, cytoskeleton"
2168,METTL5,Q9NRN9,rRNA N6-adenosine-methyltransferase METTL5,1.919361487786095,1.999306374,1.83941660157219,Nucleus; Presynapse; Postsynapse
2169,PDE4B,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",1.91948556001099,1.795920347,2.04305077302198,[Isoform PDE4B5]: Cytoplasm; Cell membrane
2170,TJAP1,Q5JTD0,Tight junction-associated protein 1,1.920769293,1.920769293,,"Golgi apparatus, trans-Golgi network; Cell junction, tight junction; Cell membrane"
2171,STK19,P49842,Serine/threonine-protein kinase 19,1.922068098,1.922068098,,Nucleus
2172,ARHGAP32,A7KAX9,Rho GTPase-activating protein 32,1.92217321136098,1.620904174,2.22344224872196,"Postsynaptic density; Cell projection, dendritic spine; Cytoplasm, cell cortex; Endosome membrane; Golgi apparatus membrane; Endoplasmic reticulum membrane; Membrane"
2173,TIMP2,P16035,Metalloproteinase inhibitor 2,1.922626943,1.922626943,,Secreted
2174,TDP2,O95551,Tyrosyl-DNA phosphodiesterase 2,1.923146789209645,1.987821061,1.85847251741929,"Nucleus; Nucleus, PML body; Nucleus, nucleolus.;Cytoplasm"
2175,HPD,P32754,4-hydroxyphenylpyruvate dioxygenase,1.923534184505701,3.629422835,0.217645534011402,Cytoplasm; Endoplasmic reticulum membrane; Golgi apparatus membrane
2176,RAB6B,Q9NRW1,Ras-related protein Rab-6B,1.9238701384622248,1.629438711,2.21830156592445,Golgi apparatus membrane; Endoplasmic reticulum-Golgi intermediate compartment; Cytoplasmic vesicle
2177,VPS39,Q96JC1,Vam6/Vps39-like protein,1.923927243635645,1.605856459,2.24199802827129,Cytoplasm; Lysosome membrane; Late endosome membrane
2178,REL,Q04864,Proto-oncogene c-Rel,1.92572505879752,1.927732881,1.92371723659504,Nucleus
2179,YIPF4,Q9BSR8,Protein YIPF4,1.925881375,1.925881375,,"Golgi apparatus, cis-Golgi network membrane"
2180,PDE6D,O43924,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta",1.926060851711715,1.676247974,2.17587372942343,"Cytoplasm, cytosol; Cytoplasmic vesicle membrane; Cytoplasm, cytoskeleton, cilium basal body"
2181,CTDSPL,O15194,CTD small phosphatase-like protein,1.92642861,1.92642861,,Nucleus
2182,PLEKHB2,Q96CS7,Pleckstrin homology domain-containing family B member 2,1.9265636,1.9265636,,Recycling endosome membrane
2183,SAMD1,Q6SPF0,Sterile alpha motif domain-containing protein 1,1.9275291,1.9275291,,Nucleus; Chromosome; Secreted
2184,GABRB1,P18505,Gamma-aminobutyric acid receptor subunit beta-1,1.92776487490373,,1.92776487490373,Postsynaptic cell membrane; Cell membrane
2185,ZNF688,P0C7X2,Zinc finger protein 688,1.927852178,1.927852178,,Nucleus
2186,SSH2,Q76I76,Protein phosphatase Slingshot homolog 2,1.928085659400225,1.879188048,1.97698327080045,"Cytoplasm, cytoskeleton"
2187,PET117,Q6UWS5,"Protein PET117 homolog, mitochondrial",1.928231009,1.928231009,,Mitochondrion
2188,DDX5,P17844,Probable ATP-dependent RNA helicase DDX5,1.9282445387831602,1.925943254,1.93054582356632,"Nucleus; Nucleus, nucleolus; Nucleus speckle; Cytoplasm"
2189,GPATCH8,Q9UKJ3,G patch domain-containing protein 8,1.92947472080031,2.456190676,1.40275876560062,
2190,ROBO1,Q9Y6N7,Roundabout homolog 1,1.930263551839525,1.903202467,1.95732463667905,"Cell membrane; Cell projection, axon; Endoplasmic reticulum-Golgi intermediate compartment membrane"
2191,GATAD2A,Q86YP4,Transcriptional repressor p66-alpha,1.9305640051257251,1.233602401,2.62752560925145,Nucleus speckle; Nucleus; Chromosome
2192,ELAPOR1,Q6UXG2,Endosome/lysosome-associated apoptosis and autophagy regulator 1,1.9312162611432648,1.678878791,2.18355373128653,"Cell membrane; Late endosome membrane; Golgi apparatus, trans-Golgi network membrane; Lysosome membrane; Endoplasmic reticulum membrane"
2193,ZNF865,P0CJ78,Zinc finger protein 865,1.93184320098357,1.230619055,2.63306734696714,Nucleus
2194,PCDHGC4,Q9Y5F7,Protocadherin gamma-C4,1.932420455,1.932420455,,Cell membrane
2195,GIPC1,O14908,PDZ domain-containing protein GIPC1,1.932576298866835,2.27329319,1.59185940773367,Cytoplasm; Membrane
2196,NAB2,Q15742,NGFI-A-binding protein 2,1.932600533,1.932600533,,Nucleus
2197,BTN2A1,Q7KYR7,Butyrophilin subfamily 2 member A1,1.933755493,1.933755493,,Membrane
2198,MBNL2,Q5VZF2,Muscleblind-like protein 2,1.933868233,1.933868233,,Nucleus; Cytoplasm
2199,AASDHPPT,Q9NRN7,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,1.93402666452807,1.718847175,2.14920615405614,"Cytoplasm, cytosol"
2200,ADI1,Q9BV57,Acireductone dioxygenase,1.934785603,1.934785603,,Cytoplasm; Nucleus; Cell membrane
2201,FSTL1,Q12841,Follistatin-related protein 1,1.935240690804155,1.13359497468599,2.73688640692232,Secreted
2202,ATP6V1E2,Q96A05,V-type proton ATPase subunit E 2,1.935515577,1.935515577,,
2203,BCAR1,P56945,Breast cancer anti-estrogen resistance protein 1,1.9360216158830652,1.536404308,2.33563892376613,"Cell junction, focal adhesion; Cytoplasm; Cell projection, axon"
2204,ENTPD4,Q9Y227,Ectonucleoside triphosphate diphosphohydrolase 4,1.936166726,1.936166726,,"[Isoform 1]: Cytoplasmic vesicle, autophagosome membrane; Lysosome membrane"
2205,PDCD2,Q16342,Programmed cell death protein 2,1.9371604467935502,1.577485103,2.2968357905871,Nucleus
2206,MYH7B,A7E2Y1,Myosin-7B,1.938724708,1.938724708,,Membrane
2207,RBM4,Q9BWF3,RNA-binding protein 4,1.93988464394479,1.856173923,2.02359536488958,"Nucleus; Nucleus, nucleolus; Nucleus speckle; Cytoplasm; Cytoplasmic granule"
2208,TRIP11,Q15643,Thyroid receptor-interacting protein 11,1.94012214658626,1.858241451,2.02200284217252,"Golgi apparatus, cis-Golgi network membrane; Cytoplasm, cytoskeleton; Endoplasmic reticulum-Golgi intermediate compartment membrane"
2209,FAM83D,Q9H4H8,Protein FAM83D,1.941019149,1.941019149,,"Cytoplasm; Cytoplasm, cytoskeleton, spindle; Cytoplasm, cytoskeleton, spindle pole"
2210,RNF25,Q96BH1,E3 ubiquitin-protein ligase RNF25,1.94102080309953,1.816931168,2.06511043819906,Cytoplasm
2211,VPS37A,Q8NEZ2,Vacuolar protein sorting-associated protein 37A,1.942764734928835,2.149374424,1.73615504585767,Late endosome membrane; Peripheral membrane protein; Nucleus
2212,FAM3C,Q92520,Protein FAM3C,1.942768965297275,2.040370748,1.84516718259455,Secreted; Cytoplasmic vesicle
2213,CLK1,P49759,Dual specificity protein kinase CLK1,1.942967078,1.942967078,,Nucleus
2214,ING3,Q9NXR8,Inhibitor of growth protein 3,1.943142049398285,2.431742699,1.45454139979657,Nucleus
2215,ALKBH3,Q96Q83,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,1.943701914,1.943701914,,Nucleus; Cytoplasm
2216,TRAF3IP1,Q8TDR0,TRAF3-interacting protein 1,1.944150924,1.944150924,,"Cytoplasm, cytoskeleton; Cell projection, cilium; Cytoplasm, cytoskeleton, cilium axoneme; Cytoplasm, cytoskeleton, cilium basal body"
2217,PAX6,P26367,Paired box protein Pax-6,1.944176538,1.944176538,,Nucleus.;[Isoform 1]: Nucleus.;[Isoform 5a]: Nucleus
2218,DYRK2,Q92630,Dual specificity tyrosine-phosphorylation-regulated kinase 2,1.94432595,1.94432595,,Cytoplasm; Nucleus
2219,TFE3,P19532,Transcription factor E3,1.944495020259675,1.162378243,2.72661179751935,"Cytoplasm, cytosol; Nucleus"
2220,SV2B,Q7L1I2,Synaptic vesicle glycoprotein 2B,1.945498018490405,1.603846531,2.28714950598081,"Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane; Cytoplasmic vesicle, secretory vesicle, acrosome"
2221,DCP1B,Q8IZD4,mRNA-decapping enzyme 1B,1.94657743553708,2.076424114,1.81673075707416,Cytoplasm; Nucleus
2222,ALKBH1,Q13686,Nucleic acid dioxygenase ALKBH1,1.94733155721622,1.94733155721622,,Nucleus; Mitochondrion
2223,TLK2,Q86UE8,Serine/threonine-protein kinase tousled-like 2,1.94754538895057,1.611885317,2.28320546090114,"Nucleus; Nucleus, nucleoplasm; Cytoplasm, perinuclear region; Cytoplasm, cytoskeleton"
2224,C1orf198,Q9H425,Uncharacterized protein C1orf198,1.947982046483595,1.31051975,2.58544434296719,Cytoplasm
2225,H1-7,Q75WM6,Testis-specific H1 histone,1.94849975744675,,1.94849975744675,Nucleus; Chromosome
2226,SPEG,Q15772,Striated muscle preferentially expressed protein kinase,1.949277187,1.949277187,,[Isoform 3]: Nucleus
2227,FRZB,Q92765,Secreted frizzled-related protein 3,1.950152218,1.950152218,,Secreted
2228,SLC25A39,Q9BZJ4,Probable mitochondrial glutathione transporter SLC25A39,1.951083698,1.951083698,,Mitochondrion inner membrane
2229,GRB10,Q13322,Growth factor receptor-bound protein 10,1.95209915617182,1.556132795,2.34806551734364,Cytoplasm
2230,RFXANK,O14593,DNA-binding protein RFXANK,1.952149689,1.952149689,,Cytoplasm; Nucleus
2231,UBR3,Q6ZT12,E3 ubiquitin-protein ligase UBR3,1.952378001674785,1.460139457,2.44461654634957,Membrane
2232,NKIRAS2,Q9NYR9,NF-kappa-B inhibitor-interacting Ras-like protein 2,1.95328868641616,1.542584201,2.36399317183232,Cytoplasm
2233,TMEM255A,Q5JRV8,Transmembrane protein 255A,1.95331529433771,,1.95331529433771,Membrane
2234,ZNF654,Q8IZM8,Zinc finger protein 654,1.953860000129424,3.013500187,0.894219813258848,Nucleus
2235,PPP1R9A,Q9ULJ8,Neurabin-1,1.954800537460265,1.795234695,2.11436637992053,"Cytoplasm, cytoskeleton; Synapse, synaptosome"
2236,FCHO1,O14526,F-BAR domain only protein 1,1.955015103,1.955015103,,"Membrane, clathrin-coated pit"
2237,BRAP,Q7Z569,BRCA1-associated protein,1.955173337584655,2.021269222,1.88907745316931,Cytoplasm
2238,ATP9A,O75110,Probable phospholipid-transporting ATPase IIA,1.9559657842903002,1.673145014,2.2387865545806003,"Early endosome membrane; Recycling endosome membrane; Late endosome membrane; Golgi apparatus, trans-Golgi network membrane"
2239,CPNE5,Q9HCH3,Copine-5,1.956170708,1.956170708,,Perikaryon; Cell projection
2240,NCR3LG1,Q68D85,Natural cytotoxicity triggering receptor 3 ligand 1,1.957139417,1.957139417,,Cell membrane
2241,SPTA1,P02549,"Spectrin alpha chain, erythrocytic 1",1.957183687,1.957183687,,"Cytoplasm, cytoskeleton; Cytoplasm, cell cortex"
2242,NECAP1,Q8NC96,Adaptin ear-binding coat-associated protein 1,1.9572597144479524,1.611702836,2.302816592895905,"Cytoplasmic vesicle, clathrin-coated vesicle membrane; Cell membrane"
2243,SMYD2,Q9NRG4,N-lysine methyltransferase SMYD2,1.9573326130738549,2.279147231,1.63551799514771,"Cytoplasm, cytosol; Nucleus"
2244,CCDC177,Q9NQR7,Coiled-coil domain-containing protein 177,1.958187538,1.958187538,,
2245,NDUFS6,O75380,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",1.959121137829335,1.542858732,2.37538354365867,Mitochondrion inner membrane
2246,LRP12,Q9Y561,Low-density lipoprotein receptor-related protein 12,1.959693228,1.959693228,,"Membrane; Membrane, coated pit"
2247,SLC6A9,P48067,Sodium- and chloride-dependent glycine transporter 1,1.959873913,1.959873913,,Cell membrane
2248,RAP1GAP,P47736,Rap1 GTPase-activating protein 1,1.9599566710808851,1.592454443,2.32745889916177,Golgi apparatus membrane; Peripheral membrane protein
2249,FLCN,Q8NFG4,Folliculin,1.960141533781,2.026619701,1.893663366562,"Lysosome membrane; Cytoplasm, cytosol; Cell projection, cilium; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Cytoplasm, cytoskeleton, spindle; Nucleus"
2250,CHRD,Q9H2X0,Chordin,1.961547718,1.961547718,,Secreted
2251,LRRC8C,Q8TDW0,Volume-regulated anion channel subunit LRRC8C,1.9623973349074424,2.717550826060505,1.20724384375438,Cell membrane; Endoplasmic reticulum membrane
2252,LDLRAP1,Q5SW96,Low density lipoprotein receptor adapter protein 1,1.962684394,1.962684394,,Cytoplasm
2253,PLEKHG4B,Q96PX9,Pleckstrin homology domain-containing family G member 4B,1.962692178,1.962692178,,
2254,LIX1L,Q8IVB5,LIX1-like protein,1.962948776,1.962948776,,
2255,RBM4B,Q9BQ04,RNA-binding protein 4B,1.9640308016897476,2.047537251,1.880524352379495,"Nucleus; Nucleus, nucleolus"
2256,DCAF13,Q9NV06,DDB1- and CUL4-associated factor 13,1.9643567813275102,2.094982503,1.83373105965502,"Nucleus, nucleolus"
2257,A2M,P01023,Alpha-2-macroglobulin,1.964524177114535,1.964524177114535,,Secreted
2258,WDR70,Q9NW82,WD repeat-containing protein 70,1.964668618854335,1.771029774,2.15830746370867,
2259,MTMR9,Q96QG7,Myotubularin-related protein 9,1.965231550855635,2.055758853,1.87470424871127,"Cytoplasm; Cell projection, ruffle membrane; Cytoplasm, perinuclear region; Endoplasmic reticulum"
2260,R3HDM2,Q9Y2K5,R3H domain-containing protein 2,1.965502481789325,2.05388058,1.87712438357865,Nucleus
2261,NTAQ1,Q96HA8,Protein N-terminal glutamine amidohydrolase,1.966033629,1.966033629,,"Cytoplasm, cytosol; Nucleus"
2262,FRMD4A,Q9P2Q2,FERM domain-containing protein 4A,1.9664800173564951,1.648807725,2.28415230971299,"Cytoplasm, cytoskeleton; Cell junction, adherens junction; Cell junction, tight junction"
2263,PCGF1,Q9BSM1,Polycomb group RING finger protein 1,1.96649717433493,2.650301929,1.28269241966986,Nucleus
2264,RB1CC1,Q8TDY2,RB1-inducible coiled-coil protein 1,1.966882957885805,1.531010673,2.40275524277161,"Nucleus; Cytoplasm; Cytoplasm, cytosol; Preautophagosomal structure; Lysosome"
2265,CLN3,Q13286,Battenin,1.96716618,1.96716618,,"Lysosome membrane; Late endosome; Lysosome; Golgi apparatus; Golgi apparatus membrane; Golgi apparatus, Golgi stack; Golgi apparatus, trans-Golgi network; Cell membrane; Recycling endosome; Membrane raft; Membrane, caveola; Early endosome membrane; Synapse, synaptosome; Late endosome membrane; Cytoplasmic vesicle, autophagosome"
2266,FAM110B,Q8TC76,Protein FAM110B,1.9675028564305248,1.937322724,1.99768298886105,"Cytoplasm; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome"
2267,SS18L1,O75177,Calcium-responsive transactivator,1.967648045454315,1.668055141,2.26724094990863,"Nucleus; Chromosome, centromere, kinetochore"
2268,ADAMTS5,Q9UNA0,A disintegrin and metalloproteinase with thrombospondin motifs 5,1.969055118,1.969055118,,"Secreted, extracellular space, extracellular matrix"
2269,GSTA4,O15217,Glutathione S-transferase A4,1.9694687662983277,2.035540784,1.9033967485966552,Cytoplasm
2270,RPAP3,Q9H6T3,RNA polymerase II-associated protein 3,1.97011735933311,2.08977914,1.85045557866622,
2271,ARFGAP2,Q8N6H7,ADP-ribosylation factor GTPase-activating protein 2,1.97144960233283,1.910680708,2.03221849666566,Cytoplasm; Golgi apparatus membrane
2272,SLC25A33,Q9BSK2,Solute carrier family 25 member 33,1.971942953,1.971942953,,Mitochondrion inner membrane
